Id,SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),class_price,AptType
3358,230088,2008,2012,3,1167,8,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3359,230088,2009,2013,5,1160,16,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E,Married Couple
3360,230088,2005,2017,7,743,2,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3361,230088,2005,2013,10,914,23,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3362,230088,2008,2013,10,914,19,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3363,230088,2007,2010,12,868,17,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3364,230088,2008,2012,9,914,23,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3365,230088,1978,2017,7,903,1,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,E,Family
3366,230088,2007,2012,8,868,11,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3367,230088,2006,2014,9,903,4,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E,Family
3368,231415,2008,2012,10,914,9,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3369,231415,2008,2012,8,914,23,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3370,231858,2006,2013,3,914,13,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3371,231858,2009,2012,2,1160,17,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E,Married Couple
3372,231858,1993,2016,11,914,8,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3373,231858,2005,2017,7,743,1,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3374,231858,1992,2015,8,914,10,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,E,Family
3375,231858,2006,2012,12,914,22,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3376,232212,2007,2007,11,1103,24,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3377,232300,2007,2012,1,868,21,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3378,232300,2007,2012,4,1103,12,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3379,232477,2006,2012,10,914,12,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3380,232743,2008,2012,9,914,10,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3381,232743,2005,2013,12,914,21,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3382,232743,1986,2015,2,914,7,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3383,232743,2008,2012,11,914,6,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3384,232743,1992,2014,10,1448,6,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,E,Family
3385,232743,2006,2009,5,1149,23,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3386,232743,2007,2012,12,868,16,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3387,232743,2006,2013,8,910,19,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3388,232743,1986,2017,6,914,4,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3389,232743,2006,2014,10,814,15,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3390,232743,2005,2017,4,743,4,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3391,232743,2007,2013,2,868,12,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3392,232743,2006,2014,6,818,14,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3393,232743,1986,2017,4,914,8,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3394,232743,2007,2009,10,868,18,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3395,232743,2005,2015,3,743,17,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3396,232743,2005,2011,12,1184,15,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3397,232743,2006,2011,9,1437,2,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3398,232743,2006,2013,8,910,13,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3399,233185,1978,2017,6,871,8,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,E,Family
3400,233185,2008,2013,9,829,15,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3401,233185,2008,2013,2,914,6,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3402,233628,2007,2010,11,868,21,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3403,233628,2008,2012,11,914,11,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3404,233628,2007,2009,6,1419,5,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3405,233628,2007,2012,8,1103,20,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3406,233628,2008,2014,3,829,5,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3407,233628,2007,2010,2,1394,6,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3408,234513,2005,2015,2,743,13,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3409,234513,2006,2009,9,1437,3,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3410,234513,2006,2014,8,811,16,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3411,234513,2009,2013,1,1160,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E,Married Couple
3412,234513,2008,2013,1,914,11,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3413,234513,2006,2012,9,910,20,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3414,234513,2007,2010,12,868,22,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3415,234513,1986,2013,12,1377,11,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3416,234513,2008,2013,2,914,21,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3417,234513,2005,2014,9,914,13,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3418,234513,1986,2015,8,914,9,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3419,234513,2006,2012,3,1149,3,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3420,234513,2007,2010,8,1394,19,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3421,234513,2008,2011,2,1167,8,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3422,234513,2005,2014,3,914,18,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3423,234513,1986,2017,3,914,6,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3424,234513,2008,2014,2,914,3,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3425,234513,2005,2017,6,743,4,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3426,234513,2007,2013,12,1103,6,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3427,234513,1993,2014,2,1451,25,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3428,234513,2005,2012,10,1184,4,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3429,234513,2009,2012,10,1160,14,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E,Married Couple
3430,235398,2005,2016,7,743,5,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3431,235398,2007,2011,5,868,16,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3432,235840,2008,2013,12,829,6,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3433,236283,2008,2012,9,914,13,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3434,236283,2007,2010,11,1394,13,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3435,236283,2005,2014,7,914,19,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3436,236283,2007,2011,4,1103,30,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3437,236283,1993,2015,10,914,9,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3438,236283,1993,2014,1,1451,16,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3439,236283,2005,2016,9,743,3,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3440,236725,2008,2014,3,829,12,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3441,236725,1993,2016,10,914,4,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3442,236725,2007,2009,9,1419,6,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3443,236725,2006,2016,6,636,6,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3444,237008,2013,2013,5,910,1,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,E,Old
3445,237008,2013,2013,6,910,1,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,E,Old
3446,237168,2008,2017,8,914,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3447,237168,1993,2016,4,914,9,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3448,237168,2007,2012,9,868,25,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3449,237168,1986,2011,4,2092,1,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Old
3450,237168,2007,2012,9,868,17,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3451,237168,2006,2017,6,636,1,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E,Family
3452,237168,1986,2016,10,914,10,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3453,237168,2007,2012,8,1103,24,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3454,237168,1993,2015,8,914,2,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3455,237168,2007,2011,2,868,12,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3456,237168,2007,2013,4,868,3,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3457,237168,1986,2017,2,914,6,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3458,237168,2005,2014,9,914,10,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3459,237168,1978,2017,8,903,1,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,E,Family
3460,237168,2007,2012,10,868,17,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3461,237168,2005,2017,6,743,13,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3462,237168,2007,2014,2,914,16,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3463,237610,2007,2009,10,868,21,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3464,238053,2007,2011,2,868,23,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3465,238053,2006,2014,2,914,7,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3466,238053,2008,2012,3,914,23,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3467,238053,2006,2010,11,1412,4,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E,Family
3468,238053,2007,2012,4,868,24,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3469,238053,1986,2014,8,1131,7,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3470,238053,2008,2013,10,829,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3471,238053,2007,2011,11,868,25,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3472,238053,2007,2011,10,868,26,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3473,238053,2005,2014,10,914,13,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3474,238053,2008,2013,8,914,11,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3475,238938,2007,2011,4,868,15,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3476,238938,1993,2014,8,1761,17,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3477,238938,2007,2012,7,868,5,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3478,238938,2007,2009,8,868,22,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3479,238938,2007,2013,5,868,13,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3480,238938,1993,2017,7,914,21,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3481,238938,1986,2010,4,1796,12,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E,Single
3482,238938,2007,2013,3,868,24,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3483,238938,1993,2016,3,914,14,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E,Family
3484,238938,2007,2011,4,868,19,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3485,238938,2005,2017,6,743,9,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3486,238938,2008,2013,12,914,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3487,238938,2007,2013,6,868,14,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3488,238938,2008,2012,3,1167,13,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3489,238938,2005,2014,6,914,11,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E,Family
3490,238938,2008,2014,5,829,7,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3491,238938,2007,2009,3,1366,14,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E,Family
3492,238938,2007,2011,4,868,25,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
3493,238938,2008,2012,10,1167,14,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E,Family
3494,238938,2007,2013,4,868,7,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E,Family
